product_id,category,color1,color2,color3,color4,color5
4997,Trouser,Dark Gray,Silver,Lightsteel Blue,Thistle,Sky Blue
4998,Trouser,Light Slate Gray,Slate Gray,Gray,Steel Blue,Cadet Blue
4999,Trouser,Dark Gray,Silver,Cadet Blue,Lightsteel Blue,Rosy Brown
5000,Trouser,Dark Gray,Silver,Lightsteel Blue,Thistle,Tan
5001,Trouser,Dark Gray,Silver,Lightsteel Blue,Thistle,Sky Blue
5002,Trouser,Tan,Dark Gray,Burly Wood,Dark Salmon,Rosy Brown
5003,Trouser,Gray,Light Slate Gray,Rosy Brown,Slate Gray,Cadet Blue
5004,Trouser,Light Slate Gray,Rosy Brown,Dark Gray,Gray,Cadet Blue
5005,Trouser,Dark Gray,Silver,Thistle,Lightsteel Blue,Tan
5006,Trouser,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Dim Gray
5007,Trouser,Gray,Light Slate Gray,Rosy Brown,Slate Gray,Cadet Blue
5008,Trouser,Rosy Brown,Gray,Dark Gray,Light Slate Gray,Cadet Blue
5009,Trouser,Slate Gray,Gray,Light Slate Gray,Dim Gray,Steel Blue
5010,Trouser,Rosy Brown,Gray,Light Slate Gray,Dark Gray,Slate Gray
5011,Trouser,Dark Gray,Rosy Brown,Light Slate Gray,Cadet Blue,Gray
5012,Trouser,Dark Gray,Rosy Brown,Silver,Lightsteel Blue,Thistle
5013,Trouser,Light Gray,Silver,Thistle,Gainsboro,Lightsteel Blue
5014,Trouser,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Dim Gray
5015,Trouser,Gainsboro,Misty Rose,Lavender,Linen,White Smoke
5016,Trouser,Light Slate Gray,Dark Gray,Rosy Brown,Cadet Blue,Slate Gray
5017,Trouser,Dark Gray,Rosy Brown,Silver,Thistle,Tan
5018,Trouser,Dark Gray,Rosy Brown,Silver,Cadet Blue,Light Slate Gray
5019,Trouser,Slate Gray,Dim Gray,Gray,Light Slate Gray,Steel Blue
5020,Trouser,Dark Gray,Rosy Brown,Tan,Silver,Burly Wood
5021,Trouser,Dark Gray,Silver,Lightsteel Blue,Thistle,Sky Blue
5022,Trouser,Dim Gray,Slate Gray,Gray,Light Slate Gray,Steel Blue
5023,Trouser,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5024,Trouser,Light Blue,Lightsteel Blue,Light Gray,Powder Blue,Silver
5025,Trouser,Gray,Light Slate Gray,Rosy Brown,Slate Gray,Cadet Blue
5026,Trouser,Silver,Dark Gray,Lightsteel Blue,Thistle,Tan
5027,Trouser,Light Slate Gray,Cornflower Blue,Steel Blue,Dark Gray,Slate Gray
5028,Trouser,Rosy Brown,Dark Gray,Tan,Silver,Dark Salmon
5029,Trouser,Slate Gray,Steel Blue,Light Slate Gray,Dim Gray,Gray
5030,Trouser,Light Slate Gray,Rosy Brown,Gray,Dark Gray,Slate Gray
5031,Trouser,Dark Gray,Rosy Brown,Light Slate Gray,Cadet Blue,Silver
5032,Trouser,Dim Gray,Slate Gray,Steel Blue,Gray,Light Slate Gray
5033,Trouser,Dim Gray,Gray,Slate Gray,Teal,Light Slate Gray
5034,Trouser,Dark Slate Gray,Dim Gray,Darkolive Green,Teal,Slate Gray
5035,Bag,Dim Gray,Dark Slate Gray,Slate Gray,Gray,Teal
5036,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5037,Bag,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
5038,Bag,Light Gray,Gainsboro,Silver,Peachpuff,Pink
5039,Bag,Silver,Lightsteel Blue,Thistle,Light Gray,Light Blue
5040,Bag,Dim Gray,Steel Blue,Slate Gray,Dark Slate Blue,Dark Slate Gray
5041,Bag,Dark Gray,Rosy Brown,Tan,Dark Sea Green,Dark Salmon
5042,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5043,Bag,Dim Gray,Sienna,Saddle Brown,Dark Slate Gray,Darkolive Green
5044,Bag,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
5045,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5046,Bag,Rosy Brown,Dark Salmon,Tan,Dark Gray,Burly Wood
5047,Bag,Indian Red,Peru,Chocolate,Light Coral,Salmon
5048,Bag,Indian Red,Light Coral,Pale Violet Red,Rosy Brown,Salmon
5049,Bag,Gray,Dim Gray,Slate Gray,Light Slate Gray,Rosy Brown
5050,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5051,Bag,Dark Gray,Silver,Tan,Lightsteel Blue,Dark Sea Green
5052,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5053,Bag,Saddle Brown,Brown,Sienna,Dim Gray,Maroon
5054,Bag,Dim Gray,Sienna,Gray,Indian Red,Saddle Brown
5055,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5056,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5057,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5058,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5059,Bag,Light Gray,Silver,Gainsboro,Thistle,Light Blue
5060,Bag,Goldenrod,Sandy Brown,Dark Khaki,Burly Wood,Orange
5061,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5062,Bag,Silver,Light Gray,Thistle,Gainsboro,Pink
5063,Bag,Gainsboro,Misty Rose,Light Gray,Antique White,Linen
5064,Bag,Silver,Dark Gray,Tan,Thistle,Lightsteel Blue
5065,Bag,Dim Gray,Gray,Slate Gray,Light Slate Gray,Teal
5066,Bag,Dark Gray,Tan,Rosy Brown,Silver,Burly Wood
5067,Bag,Dark Gray,Rosy Brown,Tan,Silver,Dark Salmon
5068,Bag,Dark Gray,Silver,Rosy Brown,Cadet Blue,Lightsteel Blue
5069,Bag,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
5070,Bag,Rosy Brown,Light Coral,Indian Red,Pale Violet Red,Dark Salmon
5071,Bag,Silver,Thistle,Pink,Light Pink,Light Gray
5072,Bag,Dark Gray,Silver,Rosy Brown,Lightsteel Blue,Tan
5073,Bag,Light Slate Gray,Rosy Brown,Gray,Slate Gray,Dark Gray
5074,Bag,Indian Red,Rosy Brown,Light Coral,Pale Violet Red,Peru
5075,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5076,Bag,Dark Gray,Tan,Silver,Rosy Brown,Burly Wood
5077,Bag,Dim Gray,Gray,Slate Gray,Light Slate Gray,Dark Slate Gray
5078,Bag,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
5079,Bag,Light Gray,Gainsboro,Pink,Thistle,Light Pink
5080,Bag,Dark Khaki,Burly Wood,Sandy Brown,Goldenrod,Tan
5081,Bag,Dark Gray,Tan,Dark Salmon,Light Pink,Rosy Brown
5082,Bag,Light Gray,Gainsboro,Silver,Peachpuff,Pink
5083,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5084,Bag,Light Slate Gray,Slate Gray,Gray,Cadet Blue,Dark Cyan
5085,Bag,Light Gray,Gainsboro,Thistle,Pink,Misty Rose
5086,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5087,Bag,Tan,Dark Khaki,Burly Wood,Dark Sea Green,Dark Salmon
5088,Bag,Gray,Slate Gray,Light Slate Gray,Dim Gray,Steel Blue
5089,Bag,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Dim Gray
5090,Bag,Rosy Brown,Peru,Gray,Dark Salmon,Dark Gray
5091,Bag,Rosy Brown,Gray,Light Slate Gray,Peru,Slate Gray
5092,Bag,Gray,Slate Gray,Light Slate Gray,Dim Gray,Cadet Blue
5093,Bag,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
5094,Bag,Goldenrod,Sandy Brown,Dark Khaki,Burly Wood,Orange
5095,Bag,Dark Gray,Rosy Brown,Silver,Lightsteel Blue,Cadet Blue
5096,Bag,Dark Gray,Rosy Brown,Silver,Lightsteel Blue,Thistle
5097,Bag,Dark Gray,Tan,Rosy Brown,Silver,Dark Salmon
5098,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5099,Bag,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
5100,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5101,Bag,Light Gray,Gainsboro,Silver,Thistle,Pink
5102,Bag,Dark Gray,Tan,Silver,Rosy Brown,Burly Wood
5103,Bag,Gray,Slate Gray,Dim Gray,Light Slate Gray,Indian Red
5104,Bag,Rosy Brown,Gray,Light Slate Gray,Dark Gray,Slate Gray
5105,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5106,Bag,Dark Gray,Cadet Blue,Silver,Lightsteel Blue,Rosy Brown
5107,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5108,Bag,Light Gray,Silver,Gainsboro,Thistle,Pink
5109,Bag,Light Slate Gray,Gray,Slate Gray,Rosy Brown,Cadet Blue
5110,Bag,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
5111,Bag,Dark Gray,Silver,Tan,Burly Wood,Thistle
5112,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5113,Bag,Silver,Thistle,Light Gray,Lightsteel Blue,Light Blue
5114,Bag,Light Gray,Silver,Light Blue,Lightsteel Blue,Gainsboro
5115,Bag,Dark Gray,Rosy Brown,Tan,Dark Salmon,Silver
5116,Bag,Rosy Brown,Gray,Light Slate Gray,Dark Gray,Slate Gray
5117,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5118,Bag,Dark Gray,Rosy Brown,Silver,Tan,Lightsteel Blue
5119,Bag,Rosy Brown,Dark Gray,Tan,Dark Salmon,Burly Wood
5120,Bag,Dark Gray,Cadet Blue,Rosy Brown,Light Slate Gray,Gray
5121,Bag,Tan,Silver,Burly Wood,Light Gray,Dark Gray
5122,Bag,Silver,Thistle,Tan,Dark Gray,Lightsteel Blue
5123,Bag,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
5124,Bag,Dark Gray,Rosy Brown,Silver,Thistle,Lightsteel Blue
5125,Bag,Dark Gray,Tan,Silver,Rosy Brown,Burly Wood
5126,Bag,Misty Rose,Lavender,Lavender Blush,White Smoke,Linen
5127,Bag,Gray,Rosy Brown,Peru,Light Slate Gray,Slate Gray
5128,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5129,Bag,Tan,Silver,Burly Wood,Light Pink,Thistle
5130,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5131,Bag,Linen,Misty Rose,White Smoke,Antique White,Lavender Blush
5132,Bag,Sienna,Indian Red,Saddle Brown,Dim Gray,Brown
5133,Bag,Dark Gray,Silver,Tan,Lightsteel Blue,Dark Sea Green
5134,Bag,Rosy Brown,Dark Salmon,Peru,Gray,Dark Gray
5135,Bag,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
5136,Bag,Silver,Tan,Light Gray,Burly Wood,Thistle
5137,Bag,Dim Gray,Gray,Slate Gray,Light Slate Gray,Teal
5138,Bag,Rosy Brown,Gray,Light Slate Gray,Dark Gray,Slate Gray
5139,Bag,Light Gray,Gainsboro,Silver,Peachpuff,Pink
5140,Bag,Silver,Lightsteel Blue,Dark Gray,Thistle,Sky Blue
5141,Bag,Dim Gray,Gray,Slate Gray,Dark Slate Gray,Darkolive Green
5142,Bag,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
5143,Bag,Dark Gray,Tan,Dark Salmon,Light Pink,Rosy Brown
5144,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5145,Bag,Rosy Brown,Peru,Gray,Dark Salmon,Dark Gray
5146,Bag,Dark Gray,Silver,Lightsteel Blue,Thistle,Tan
5147,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5148,Bag,Dark Gray,Silver,Thistle,Lightsteel Blue,Tan
5149,Bag,Silver,Light Gray,Thistle,Gainsboro,Lightsteel Blue
5150,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5151,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5152,Bag,Dark Gray,Silver,Tan,Lightsteel Blue,Dark Sea Green
5153,Bag,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
5154,Bag,Dim Gray,Gray,Slate Gray,Dark Slate Gray,Darkolive Green
5155,Bag,Dark Gray,Silver,Tan,Lightsteel Blue,Dark Sea Green
5156,Bag,Gray,Rosy Brown,Sienna,Indian Red,Peru
5157,Bag,Rosy Brown,Dark Gray,Gray,Dark Salmon,Peru
5158,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5159,Bag,Light Slate Gray,Gray,Rosy Brown,Slate Gray,Cadet Blue
5160,Bag,Dark Gray,Rosy Brown,Silver,Thistle,Lightsteel Blue
5161,Bag,Rosy Brown,Gray,Light Slate Gray,Dark Gray,Slate Gray
5162,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5163,Bag,Light Gray,Gainsboro,Pink,Thistle,Light Pink
5164,Bag,Gray,Dim Gray,Slate Gray,Light Slate Gray,Teal
5165,Bag,Tan,Burly Wood,Silver,Light Gray,Pink
5166,Bag,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Dim Gray
5167,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Cadet Blue,Gray
5168,Bag,Light Gray,Thistle,Gainsboro,Lightsteel Blue,Light Blue
5169,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5170,Bag,Gray,Slate Gray,Dim Gray,Light Slate Gray,Teal
5171,Bag,Dark Khaki,Burly Wood,Sandy Brown,Goldenrod,Tan
5172,Bag,Gray,Light Slate Gray,Slate Gray,Cadet Blue,Dim Gray
5173,Bag,Silver,Thistle,Dark Gray,Lightsteel Blue,Tan
5174,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5175,Bag,Misty Rose,Lavender,Lavender Blush,White Smoke,Linen
5176,Bag,Tan,Silver,Dark Gray,Burly Wood,Thistle
5177,Bag,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Dark Salmon
5178,Bag,Tan,Rosy Brown,Dark Gray,Dark Salmon,Burly Wood
5179,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5180,Bag,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
5181,Bag,Silver,Lightsteel Blue,Thistle,Light Gray,Light Blue
5182,Bag,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
5183,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5184,Bag,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
5185,Bag,Light Slate Gray,Gray,Rosy Brown,Slate Gray,Cadet Blue
5186,Bag,Plum,Dark Gray,Rosy Brown,Thistle,Lightsteel Blue
5187,Bag,Dark Gray,Rosy Brown,Tan,Silver,Cadet Blue
5188,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5189,Bag,Light Gray,Silver,Light Blue,Lightsteel Blue,Gainsboro
5190,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5191,Bag,Dark Gray,Rosy Brown,Tan,Silver,Dark Salmon
5192,Bag,Light Gray,Gainsboro,Silver,Light Blue,Thistle
5193,Bag,Tan,Dark Khaki,Burly Wood,Dark Sea Green,Dark Salmon
5194,Bag,Dark Gray,Tan,Silver,Burly Wood,Rosy Brown
5195,Bag,Tan,Burly Wood,Silver,Dark Gray,Dark Salmon
5196,Bag,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
5197,Bag,Light Gray,Gainsboro,Peachpuff,Silver,Wheat
5198,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5199,Bag,Tan,Burly Wood,Dark Salmon,Light Salmon,Silver
5200,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5201,Bag,Light Gray,Silver,Light Blue,Lightsteel Blue,Gainsboro
5202,Bag,Silver,Lightsteel Blue,Thistle,Light Gray,Light Blue
5203,Bag,Rosy Brown,Dark Gray,Dark Salmon,Gray,Tan
5204,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5205,Bag,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
5206,Bag,Light Gray,Gainsboro,Silver,Peachpuff,Pink
5207,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5208,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5209,Bag,Dark Gray,Tan,Rosy Brown,Silver,Dark Salmon
5210,Bag,Dark Slate Gray,Dim Gray,Dark Slate Blue,Rebeccapurple,Saddle Brown
5211,Bag,Silver,Lightsteel Blue,Thistle,Light Gray,Light Blue
5212,Bag,Silver,Thistle,Light Gray,Lightsteel Blue,Light Blue
5213,Bag,Gray,Light Slate Gray,Slate Gray,Cadet Blue,Dark Cyan
5214,Bag,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
5215,Bag,Silver,Thistle,Lightsteel Blue,Light Gray,Dark Gray
5216,Bag,Light Gray,Silver,Light Blue,Lightsteel Blue,Gainsboro
5217,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5218,Bag,Light Gray,Gainsboro,Peachpuff,Misty Rose,Pink
5219,Bag,Light Gray,Gainsboro,Thistle,Pink,Misty Rose
5220,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5221,Bag,Light Gray,Silver,Gainsboro,Thistle,Light Blue
5222,Bag,Dark Gray,Rosy Brown,Silver,Tan,Cadet Blue
5223,Bag,Gray,Dim Gray,Slate Gray,Light Slate Gray,Teal
5224,Bag,Rosy Brown,Dark Salmon,Peru,Light Coral,Dark Gray
5225,Bag,Indian Red,Crimson,Firebrick,Brown,Sienna
5226,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5227,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5228,Bag,Gray,Slate Gray,Light Slate Gray,Dim Gray,Steel Blue
5229,Bag,Pink,Light Pink,Light Gray,Peachpuff,Thistle
5230,Bag,Gray,Dim Gray,Slate Gray,Light Slate Gray,Indian Red
5231,Bag,Slate Gray,Gray,Light Slate Gray,Dim Gray,Steel Blue
5232,Bag,Dark Gray,Rosy Brown,Silver,Thistle,Lightsteel Blue
5233,Bag,Dark Gray,Rosy Brown,Cadet Blue,Light Slate Gray,Gray
5234,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5235,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5236,Bag,Lightsteel Blue,Thistle,Silver,Sky Blue,Lightsky Blue
5237,Bag,Dark Gray,Silver,Tan,Lightsteel Blue,Dark Sea Green
5238,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5239,Bag,Dim Gray,Dark Slate Gray,Gray,Slate Gray,Darkolive Green
5240,Bag,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Dim Gray
5241,Bag,Gray,Slate Gray,Light Slate Gray,Dim Gray,Steel Blue
5242,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5243,Bag,Light Gray,Silver,Light Blue,Lightsteel Blue,Gainsboro
5244,Bag,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
5245,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5246,Bag,Rosy Brown,Gray,Light Slate Gray,Slate Gray,Peru
5247,Bag,Light Slate Gray,Gray,Cadet Blue,Rosy Brown,Dark Gray
5248,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5249,Bag,Light Gray,Silver,Light Blue,Lightsteel Blue,Gainsboro
5250,Bag,Rosy Brown,Gray,Dark Gray,Light Slate Gray,Slate Gray
5251,Bag,Silver,Light Gray,Thistle,Lightsteel Blue,Light Blue
5252,Bag,Gray,Rosy Brown,Peru,Light Slate Gray,Slate Gray
5253,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5254,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5255,Bag,Tan,Silver,Burly Wood,Light Pink,Thistle
5256,Bag,Dark Gray,Silver,Tan,Lightsteel Blue,Thistle
5257,Bag,Slate Gray,Gray,Light Slate Gray,Dim Gray,Steel Blue
5258,Bag,Dim Gray,Slate Gray,Gray,Teal,Steel Blue
5259,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5260,Bag,Gray,Rosy Brown,Peru,Light Slate Gray,Slate Gray
5261,Bag,Rosy Brown,Peru,Gray,Dark Salmon,Dark Gray
5262,Bag,Gray,Slate Gray,Light Slate Gray,Dim Gray,Cadet Blue
5263,Bag,Rosy Brown,Dark Gray,Gray,Light Slate Gray,Cadet Blue
5264,Bag,Light Gray,Gainsboro,Silver,Light Blue,Thistle
5265,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5266,Bag,Silver,Tan,Light Gray,Thistle,Pink
5267,Bag,Light Gray,Silver,Gainsboro,Thistle,Light Blue
5268,Bag,Dark Gray,Rosy Brown,Silver,Lightsteel Blue,Cadet Blue
5269,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5270,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5271,Bag,Gray,Light Slate Gray,Slate Gray,Rosy Brown,Cadet Blue
5272,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5273,Bag,Dim Gray,Gray,Slate Gray,Teal,Light Slate Gray
5274,Bag,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Dim Gray
5275,Bag,Light Gray,Gainsboro,Peachpuff,Misty Rose,Pink
5276,Bag,Tan,Dark Gray,Burly Wood,Rosy Brown,Silver
5277,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5278,Bag,Light Slate Gray,Slate Gray,Gray,Cadet Blue,Dark Cyan
5279,Bag,Gray,Sienna,Dim Gray,Indian Red,Slate Gray
5280,Bag,Dark Gray,Rosy Brown,Silver,Thistle,Lightsteel Blue
5281,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5282,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5283,Bag,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Dim Gray
5284,Bag,Rosy Brown,Gray,Dark Gray,Light Slate Gray,Cadet Blue
5285,Bag,Gray,Slate Gray,Dim Gray,Light Slate Gray,Rosy Brown
5286,Bag,Light Slate Gray,Rosy Brown,Gray,Slate Gray,Dark Gray
5287,Bag,Dim Gray,Dark Slate Gray,Gray,Darkolive Green,Slate Gray
5288,Bag,Light Gray,Silver,Gainsboro,Thistle,Light Blue
5289,Bag,Rosy Brown,Peru,Gray,Dark Salmon,Dark Gray
5290,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5291,Bag,Tan,Dark Gray,Rosy Brown,Dark Salmon,Burly Wood
5292,Bag,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
5293,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5294,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5295,Bag,Dark Gray,Silver,Lightsteel Blue,Tan,Thistle
5296,Bag,Light Gray,Gainsboro,Peachpuff,Misty Rose,Pink
5297,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5298,Bag,Tan,Dark Khaki,Burly Wood,Dark Sea Green,Dark Salmon
5299,Bag,Rosy Brown,Gray,Light Slate Gray,Dark Gray,Slate Gray
5300,Bag,Silver,Dark Gray,Thistle,Lightsteel Blue,Tan
5301,Bag,Rosy Brown,Gray,Light Slate Gray,Dark Gray,Slate Gray
5302,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5303,Bag,Dark Gray,Rosy Brown,Cadet Blue,Gray,Light Slate Gray
5304,Bag,Tan,Silver,Burly Wood,Light Gray,Dark Gray
5305,Bag,Light Coral,Rosy Brown,Pale Violet Red,Salmon,Dark Salmon
5306,Bag,Dark Gray,Silver,Rosy Brown,Lightsteel Blue,Tan
5307,Bag,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
5308,Bag,Silver,Tan,Dark Gray,Thistle,Lightsteel Blue
5309,Bag,Dark Gray,Rosy Brown,Silver,Tan,Lightsteel Blue
5310,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5311,Bag,Silver,Dark Gray,Lightsteel Blue,Thistle,Tan
5312,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5313,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5314,Bag,Rosy Brown,Dark Gray,Gray,Cadet Blue,Light Slate Gray
5315,Bag,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Pale Violet Red
5316,Bag,Light Slate Gray,Gray,Rosy Brown,Cadet Blue,Dark Gray
5317,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5318,Bag,Silver,Tan,Dark Gray,Burly Wood,Thistle
5319,Bag,Rosy Brown,Dark Gray,Gray,Cadet Blue,Light Slate Gray
5320,Bag,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
5321,Bag,Plum,Dark Gray,Rosy Brown,Thistle,Lightsteel Blue
5322,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5323,Bag,Dark Gray,Cadet Blue,Rosy Brown,Light Slate Gray,Gray
5324,Bag,Dim Gray,Dark Slate Gray,Slate Gray,Steel Blue,Gray
5325,Bag,Rosy Brown,Dark Gray,Light Slate Gray,Gray,Cadet Blue
5326,Bag,Silver,Thistle,Dark Gray,Lightsteel Blue,Tan
5327,Bag,Linen,White Smoke,Antique White,Misty Rose,Seashell
5328,Bag,Tan,Burly Wood,Dark Salmon,Dark Khaki,Dark Gray
5329,Bag,Light Gray,Gainsboro,Peachpuff,Misty Rose,Pink
5330,Bag,Thistle,Silver,Light Gray,Pink,Light Pink
5331,Bag,Gray,Rosy Brown,Light Slate Gray,Slate Gray,Dim Gray
5332,Bag,Gray,Light Slate Gray,Slate Gray,Dim Gray,Rosy Brown
5333,Bag,Light Slate Gray,Gray,Rosy Brown,Cadet Blue,Dark Gray
5334,Bag,Dark Salmon,Rosy Brown,Tan,Dark Gray,Burly Wood
5335,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5336,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5337,Bag,Rosy Brown,Dark Gray,Tan,Cadet Blue,Gray
5338,Bag,Light Gray,Silver,Gainsboro,Thistle,Light Blue
5339,Bag,Tan,Burly Wood,Silver,Dark Gray,Dark Salmon
5340,Bag,Indian Red,Sienna,Pale Violet Red,Gray,Rosy Brown
5341,Bag,Tan,Dark Khaki,Burly Wood,Dark Sea Green,Dark Salmon
5342,Bag,Indian Red,Rosy Brown,Pale Violet Red,Gray,Sienna
5343,Bag,Light Gray,Silver,Light Blue,Lightsteel Blue,Gainsboro
5344,Bag,Light Slate Gray,Slate Gray,Gray,Cadet Blue,Dark Cyan
5345,Bag,Dark Gray,Rosy Brown,Silver,Thistle,Lightsteel Blue
5346,Bag,Dark Gray,Rosy Brown,Light Slate Gray,Cadet Blue,Gray
